city,lat,lon,popul,country
Coswig,51.1333,13.5833,20817,Germany
Sondershausen,51.3667,10.8667,21513,Germany
Geseke,51.6497,8.5167,21343,Germany
Schramberg,48.2269,8.3842,21189,Germany
Traunreut,47.9667,12.5833,20977,Germany
Waghausel,49.25,8.5169,20935,Germany
Soltau,52.9833,9.8333,21317,Germany
Gross-Umstadt,49.8683,8.929,21162,Germany
Reichenbach/Vogtland,50.6167,12.3,20625,Germany
Schenefeld,53.6028,9.8233,19271,Germany
Wipperfurth,51.1167,7.4,21003,Germany
Rees,51.7667,6.4,20972,Germany
Frondenberg,51.4719,7.7658,20766,Germany
Bad Schwartau,53.9194,10.6975,20036,Germany
Bruchkobel,50.1833,8.9167,20427,Germany
Werdau,50.7333,12.3833,20793,Germany
Gunzburg,48.4525,10.2711,20707,Germany
Muhldorf,48.2456,12.5228,20323,Germany
Luckenwalde,52.0831,13.1667,20522,Germany
Enger,52.1333,8.5667,20461,Germany
Dillingen,49.35,6.7333,20048,Germany
Traunstein,47.8683,12.6433,20520,Germany
Herborn,50.6825,8.3061,20603,Germany
Schifferstadt,49.3861,8.3761,20193,Germany
Gerlingen,48.8,9.0653,19745,Germany
Mossingen,48.4064,9.0575,20480,Germany
Blieskastel,49.2422,7.2544,20656,Germany
Nidderau,50.25,8.9,20333,Germany
Bad Salzungen,50.8117,10.2333,20244,Germany
Duderstadt,51.5125,10.2597,20466,Germany
Nordlingen,48.85,10.5,20379,Germany
Korntal-Munchingen,48.8306,9.1214,19679,Germany
Schortens,53.5333,7.95,20329,Germany
Stadtlohn,51.9925,6.915,20322,Germany
Meinerzhagen,51.1061,7.6403,20397,Germany
Grossburgwedel,52.4933,9.8586,20369,Germany
Bad Waldsee,47.9211,9.7519,20308,Germany
Annaberg-Buchholz,50.58,13.0022,19769,Germany
Wittmund,53.5747,7.7808,20321,Germany
Zulpich,50.7,6.65,20174,Germany
Oberkirch,48.5322,8.0786,20066,Germany
Donauworth,48.7184,10.777,20080,Germany
Greiz,50.6547,12.1997,20103,Germany
Horstel,52.2972,7.5861,20141,Germany
Leinefelde,51.3833,10.3333,20124,Germany
Lichtenfels,50.1333,11.0333,20133,Germany
Dingolfing,48.6333,12.5,19839,Germany
Neustrelitz,53.3647,13.0636,20140,Germany
Torgau,51.5603,13.0056,20065,Germany
Holzminden,51.8297,9.4483,19998,Germany
Bad Krozingen,47.9181,7.7025,19644,Germany
Wildeshausen,52.8931,8.4314,19932,Germany
Telgte,51.9819,7.7856,19925,Germany
Uetersen,53.6872,9.6692,18496,Germany
Giengen an der Brenz,48.6217,10.245,19666,Germany
Glinde,53.5406,10.2111,18443,Germany
Neviges,51.3128,7.0869,18937,Germany
Ennigerloh,51.8367,8.0256,19829,Germany
Heusenstamm,50.0596,8.8068,18973,Germany
Blankenburg,51.7953,10.9622,19817,Germany
Schopfheim,47.6494,7.8247,19645,Germany
Schmalkalden,50.7167,10.45,19732,Germany
Eschwege,51.1881,10.0528,19606,Germany
Waldbrol,50.8789,7.615,19543,Germany
Ochtrup,52.2056,7.1903,19636,Germany
Sulzbach-Rosenberg,49.5,11.75,19414,Germany
Sarstedt,52.2394,9.8606,19359,Germany
Molln,53.6269,10.6847,19031,Germany
Marsberg,51.45,8.85,19640,Germany
Oschersleben,52.0167,11.25,19630,Germany
Weil der Stadt,48.7508,8.8706,19205,Germany
Burghausen,48.1667,12.8333,18701,Germany
Hechingen,48.3517,8.9633,19324,Germany
Hemmingen,52.3236,9.7256,18998,Germany
Rhede,51.8333,6.7006,19328,Germany
Haiger,50.7422,8.2039,19378,Germany
Borna,51.1167,12.5,19229,Germany
Bad Aibling,47.865,12.0097,19100,Germany
Seesen,51.8931,10.1783,19340,Germany
Buckeburg,52.2608,9.0492,19245,Germany
Bad Berleburg,51.0497,8.4,19446,Germany
Zossen,52.2167,13.4497,19403,Germany
Mayen,50.3333,7.2167,19144,Germany
Tettnang,47.6708,9.5875,19198,Germany
Mullheim,47.8083,7.6308,19127,Germany
Kolbermoor,47.85,12.0667,18505,Germany
Vellmar,51.3588,9.4677,18134,Germany
Bad Tolz,47.7603,11.5567,18802,Germany
Bad Pyrmont,51.9867,9.2636,19090,Germany
Wittlich,49.9869,6.8897,18995,Germany
Haldensleben,52.2833,11.4167,19247,Germany
Bergneustadt,51.0333,7.65,18865,Germany
Lebach,49.41,6.91,19006,Germany
Kronberg,50.1797,8.5085,18311,Germany
Puttlingen,49.2833,6.8833,18510,Germany
Pfullingen,48.4656,9.2261,18654,Germany
Sommerda,51.1617,11.1169,19034,Germany
Dillingen,48.5667,10.4667,18978,Germany
Bad Driburg,51.7333,9.0167,19002,Germany
Prenzlau,53.3167,13.8667,19024,Germany
Oberasbach,49.4219,10.9583,17672,Germany
Kleinsachsenheim,48.96,9.0647,18794,Germany
Radeberg,51.1167,13.9167,18463,Germany
Alzey,49.7517,8.1161,18535,Germany
Moosburg,48.4667,11.9333,18510,Germany
Alfeld,51.9886,9.8269,18626,Germany
Crimmitschau,50.8181,12.3875,18536,Germany
Burscheid,51.1,7.1167,18172,Germany
Renningen,48.7661,8.9347,18206,Germany
Alzenau in Unterfranken,50.0881,9.0497,18469,Germany
Konz,49.7028,6.5794,18348,Germany
Schneverdingen,53.1167,9.8,18662,Germany
Marktoberdorf,47.7667,10.6167,18539,Germany
Wassenberg,51.1,6.15,18292,Germany
Bad Reichenhall,47.7247,12.8769,18278,Germany
Auerbach,50.5094,12.4,18357,Germany
Vlotho,52.1667,8.8497,18429,Germany
Bad Durkheim,49.4618,8.1724,18476,Germany
Hochheim am Main,50.0108,8.3508,17743,Germany
Weissenburg,49.0306,10.9719,18464,Germany
Bremervorde,53.4833,9.1333,18528,Germany
Hochelheim,50.5167,8.7,18143,Germany
Lahnstein,50.3011,7.6056,18067,Germany
Grossenhain,51.2833,13.55,18218,Germany
Garching bei Munchen,48.25,11.65,17711,Germany
Schwalmstadt,50.9128,9.1889,18122,Germany
Forst,51.7333,14.6333,18164,Germany
Schkeuditz,51.4,12.2167,18066,Germany
Hessisch Oldendorf,52.1667,9.25,18130,Germany
Werdohl,51.2563,7.7562,17737,Germany
Worth am Rhein,49.0517,8.2603,18123,Germany
Bad Segeberg,53.9356,10.3089,17267,Germany
Parchim,53.4167,11.8333,18037,Germany
Bexbach,49.3494,7.2594,17577,Germany
Heidenau,50.9833,13.8667,16593,Germany
Freilassing,47.8333,12.9667,16939,Germany
Freudenberg,50.8997,7.8667,17739,Germany
Sinzig,50.5453,7.2519,17614,Germany
Kelsterbach,50.0688,8.5301,16936,Germany
Nauen,52.6,12.8831,17967,Germany
Ginsheim-Gustavsburg,49.9646,8.3464,16807,Germany
Illertissen,48.2167,10.0833,17473,Germany
Frankenberg,51.0589,8.7967,17808,Germany
Buchen in Odenwald,49.5217,9.3233,17796,Germany
Schwarzenbek,53.5042,10.4792,16447,Germany
Bad Sackingen,47.5533,7.9472,17144,Germany
Oerlinghausen,51.9667,8.6667,17286,Germany
Saulgau,48.0175,9.5003,17509,Germany
Bendorf,50.4297,7.5703,16940,Germany
Bad Munder am Deister,52.1992,9.4653,17465,Germany
Wendlingen am Neckar,48.6747,9.3817,16268,Germany
Bad Langensalza,51.1081,10.6467,17441,Germany
Raunheim,50.0097,8.45,16284,Germany
Thale,51.7511,11.0428,17442,Germany
Marktredwitz,50.0,12.0667,17217,Germany
Remagen,50.5786,7.2306,17032,Germany
Bobingen,48.2667,10.8167,17199,Germany
Trossingen,48.0756,8.6361,16829,Germany
Sulzbach,49.3,7.0667,16468,Germany
Sigmaringen,48.0867,9.2164,17278,Germany
Nidda,50.4128,9.0092,17285,Germany
Gescher,51.9569,7.0056,17205,Germany
Bad Munstereifel,50.5531,6.7661,17299,Germany
Eutin,54.1378,10.6181,16971,Germany
Heilbad Heiligenstadt,51.3775,10.1344,17105,Germany
Horn-Bad Meinberg,51.8833,8.9667,17178,Germany
Stockach,47.8514,9.0114,17114,Germany
Wittenberge,52.9936,11.7514,17015,Germany
Schrobenhausen,48.5669,11.2583,17106,Germany
Guben,51.9533,14.7167,16933,Germany
Konigstein im Taunus,50.1831,8.4635,16648,Germany
Altena,51.3,7.6667,16922,Germany
Kamenz,51.2667,14.1,16975,Germany
Damme,52.5222,8.1956,17127,Germany
Bad Wildungen,51.1167,9.1167,17137,Germany
Penzberg,47.75,11.3667,16586,Germany
Marienberg,50.6508,13.1647,17097,Germany
Freiberg am Neckar,48.9347,9.1917,15968,Germany
Bargteheide,53.7167,10.2667,16109,Germany
Kronach,50.2411,11.3281,16874,Germany
Cham,49.2183,12.6658,16907,Germany
Babenhausen,49.9624,8.9533,16834,Germany
Schwarzenberg,50.5453,12.7792,16723,Germany
Preetz,54.2367,10.2822,15958,Germany
Diepholz,52.6072,8.3711,16882,Germany
Reinheim,49.8261,8.8348,16346,Germany
Kelheim,48.9167,11.8667,16714,Germany
Marbach am Neckar,48.9406,9.2575,16008,Germany
Burstadt,49.6414,8.4546,16398,Germany
Gunzenhausen,49.1147,10.7542,16614,Germany
Aue,50.5853,12.7008,16012,Germany
Illingen,49.3764,7.0525,16262,Germany
Zeulenroda,50.6333,11.9667,16487,Germany
Hunfeld,50.6667,9.7667,16512,Germany
Kirchhain,50.8167,8.9167,16298,Germany
Brackenheim,49.0833,9.0667,16106,Germany
Finsterwalde,51.6331,13.7167,16220,Germany
Bad Lippspringe,51.7833,8.8167,16089,Germany
Wurzen,51.3667,12.7167,16154,Germany
Weisswasser,51.5,14.6331,16130,Germany
Brakel,51.7167,9.1833,16270,Germany
Kierspe,51.1333,7.5667,16137,Germany
Dieburg,49.8985,8.8385,15679,Germany
Michelstadt,49.6786,9.0042,16151,Germany
Straelen,51.45,6.2667,16114,Germany
Halver,51.1834,7.5027,16106,Germany
Walldorf,49.3,8.65,15534,Germany
Erwitte,51.6167,8.3497,16045,Germany
Clausthal-Zellerfeld,51.805,10.3356,15888,Germany
Bad Worishofen,48.0058,10.5969,15963,Germany
Pocking,48.3997,13.3167,15967,Germany
Taucha,51.38,12.4936,15673,Germany
Lubbenau,51.8667,13.9667,16021,Germany
Ebersbach an der Fils,48.7147,9.5236,15535,Germany
Alsfeld,50.7511,9.2711,15989,Germany
Schluchtern,50.35,9.5167,15914,Germany
Bassum,52.8494,8.7267,15955,Germany
Weener,53.1692,7.3564,15842,Germany
Fussen,47.5667,10.7,15608,Germany
Eilenburg,51.4608,12.6358,15583,Germany
Breisach am Rhein,48.0289,7.58,15606,Germany
Markranstadt,51.3017,12.2211,15619,Germany
Wadern,49.5394,6.89,15727,Germany
Neustadt in Holstein,54.1072,10.8158,15093,Germany
Templin,53.1167,13.5,15798,Germany
Bad Neustadt,50.3219,10.2161,15411,Germany
Konigslutter am Elm,52.25,10.8167,15704,Germany
Plochingen,48.7117,9.4164,14433,Germany
Erlensee,50.1635,8.9808,14899,Germany
Drensteinfurt,51.7944,7.7392,15542,Germany
Bad Bentheim,52.3031,7.1597,15486,Germany
Kunzelsau,49.2833,9.6833,15391,Germany
Arolsen,51.3778,9.0167,15470,Germany
Schriesheim,49.4736,8.6592,15081,Germany
Rahden,52.4167,8.6167,15441,Germany
Boppard,50.2314,7.5908,15325,Germany
Neustadt bei Coburg,50.3289,11.1211,15257,Germany
Ober-Ramstadt,49.8333,8.75,15130,Germany
Mainburg,48.65,11.7833,15241,Germany
Hofgeismar,51.496,9.3872,15294,Germany
Langenau,48.4994,10.1211,15247,Germany
Hohenstein-Ernstthal,50.8,12.7167,14607,Germany
Huckeswagen,51.145,7.3417,15060,Germany
Brake,53.3333,8.4833,14965,Germany
Markgroningen,48.9047,9.0808,14785,Germany
Blomberg,51.9331,9.0831,15154,Germany
Selb,50.1667,12.1333,15128,Germany
Ribnitz-Damgarten,54.25,12.4667,15167,Germany
Witzenhausen,51.3417,9.8569,15167,Germany
Mindelheim,48.0333,10.4667,15002,Germany
Bitburg,49.9747,6.5256,14904,Germany
Neutraubling,48.9878,12.1964,13796,Germany
Gehrden,52.3135,9.6008,14864,Germany
Landsberg,51.5246,12.1596,15054,Germany
Ratzeburg,53.7017,10.7567,14652,Germany
Hilchenbach,50.9983,8.1094,14906,Germany
Uhingen,48.7058,9.5919,14422,Germany
Neu-Anspach,50.3003,8.5072,14618,Germany
Bad Bramstedt,53.9186,9.8844,14420,Germany
Mittweida,50.9856,12.9811,14645,Germany
Meerane,50.8519,12.4636,14208,Germany
Fritzlar,51.1333,9.2667,14744,Germany
Rotenburg an der Fulda,50.995,9.7272,14676,Germany
Pattensen,52.2645,9.7644,14636,Germany
Spenge,52.1331,8.4831,14487,Germany
Lobau,51.0944,14.6667,14643,Germany
Dorfen,48.2667,12.15,14650,Germany
Lauchhammer,51.5,13.8,14622,Germany
Usingen,50.334,8.5372,14505,Germany
Bad Wurzach,47.9094,9.8994,14651,Germany
Stein bei Nurnberg,49.4167,11.0167,13996,Germany
Lauda-Konigshofen,49.5686,9.7039,14542,Germany
Ottweiler,49.4014,7.1634,14358,Germany
Jever,53.5744,7.9008,14301,Germany
Eberbach,49.4667,8.9833,14460,Germany
Olsberg,51.35,8.4833,14489,Germany
Oschatz,51.3003,13.1072,14349,Germany
Sandersdorf,51.6167,12.2333,14398,Germany
Neustadt an der Donau,48.8,11.7667,14409,Germany
Bad Camberg,50.3,8.2667,14263,Germany
Langenselbold,50.1833,9.0333,13979,Germany
Schneeberg,50.5942,12.6456,13894,Germany
Wilsdruff,51.0522,13.5383,14297,Germany
Gernsbach,48.7633,8.3342,14296,Germany
Munsingen,48.4128,9.4953,14335,Germany
Immenstadt im Allgau,47.5667,10.2167,14271,Germany
Tornesch,53.7,9.7167,13779,Germany
Sassenberg,51.9897,8.0408,14260,Germany
Dippoldiswalde,50.8933,13.6667,14293,Germany
Hettstedt,51.6333,11.5,14023,Germany
Markdorf,47.7208,9.3917,14031,Germany
Uslar,51.6597,9.6358,14236,Germany
Schwabmunchen,48.1789,10.755,14075,Germany
Frankenberg,50.9108,13.0378,14088,Germany
Quakenbruck,52.6772,7.9575,13500,Germany
Wittstock,53.1636,12.4856,14198,Germany
Murrhardt,48.9794,9.5783,14033,Germany
Eppstein,50.1401,8.392,13655,Germany
Isny im Allgau,47.6919,10.0394,14018,Germany
Abensberg,48.8109,11.8595,13946,Germany
Grunstadt,49.5692,8.1681,13422,Germany
Lubben,51.95,13.9,14024,Germany
Vohringen,48.2833,10.0833,13557,Germany
Leuna,51.3167,12.0167,13969,Germany
Grafing bei Munchen,48.05,11.9667,13660,Germany
Bebra,50.9711,9.7903,13962,Germany
Montabaur,50.4375,7.8258,13691,Germany
Holzgerlingen,48.6392,9.0108,13103,Germany
Schmolln,50.895,12.3564,13741,Germany
Kalkar,51.7389,6.2925,13902,Germany
Eggenfelden,48.4039,12.7642,13736,Germany
Genthin,52.4,12.1667,13985,Germany
Zeven,53.2969,9.2789,13809,Germany
Wanzleben,52.0667,11.4333,13903,Germany
Asslar,50.5833,8.4667,13656,Germany
Philippsburg,49.2369,8.4547,13615,Germany
Erbach,49.6569,8.9931,13666,Germany
Melsungen,51.1333,9.55,13659,Germany
Hassfurt,50.0353,10.5123,13609,Germany
Lich,50.5217,8.8208,13650,Germany
Eichstatt,48.8919,11.1839,13525,Germany
Neckargemund,49.3939,8.7975,13290,Germany
Lauterbach,50.6378,9.3944,13664,Germany
Spaichingen,48.0758,8.7378,13084,Germany
Angermunde,53.0333,14.0,13744,Germany
Hilpoltstein,49.1833,11.1833,13624,Germany
Biedenkopf,50.9128,8.5322,13614,Germany
Grunberg,50.6,8.95,13598,Germany
Bergen,54.4167,13.4333,13460,Germany
Burglengenfeld,49.2061,12.0409,13554,Germany
Weissenhorn,48.3044,10.1593,13442,Germany
Erbach,48.3281,9.8878,13453,Germany
Bad Laasphe,50.9303,8.4167,13565,Germany
Lorsch,49.6539,8.5675,13643,Germany
Bergen,52.8103,9.9611,13556,Germany
Hochstadt an der Aisch,49.7056,10.8058,13422,Germany
Bad Soden-Salmunster,50.2833,9.3667,13370,Germany
Krumbach,48.2431,10.3633,13293,Germany
Ettenheim,48.2556,7.8119,13316,Germany
Pfullendorf,47.9242,9.2567,13437,Germany
Landau an der Isar,48.6749,12.6913,13390,Germany
Loningen,52.7167,7.7667,13441,Germany
Schuttorf,52.3167,7.2167,12839,Germany
Zehdenick,52.9831,13.3331,13437,Germany
Buchloe,48.0375,10.725,13132,Germany
Bad Durrheim,48.0167,8.5333,13260,Germany
Wehr,47.6331,7.9042,13098,Germany
Wernau,48.6886,9.4222,12324,Germany
Tauberbischofsheim,49.6225,9.6628,13231,Germany
Plattling,48.7767,12.8736,13043,Germany
Besigheim,48.9989,9.1414,12627,Germany
Pegnitz,49.7564,11.545,13244,Germany
Rodental,50.2883,11.0276,13107,Germany
Wasserburg am Inn,48.0608,12.2333,12691,Germany
Bad Salzdetfurth,52.0578,10.0058,13145,Germany
Neustadt,49.58,10.6089,13121,Germany
Dinklage,52.6622,8.125,13150,Germany
Zella-Mehlis,50.6597,10.6669,12863,Germany
Velen,51.8939,6.9897,13130,Germany
Wiesmoor,53.4,7.7333,13141,Germany
Sendenhorst,51.8439,7.8278,13157,Germany
Herbrechtingen,48.6253,10.1739,13051,Germany
Ostringen,49.2194,8.7108,13015,Germany
Beverungen,51.6628,9.3725,13115,Germany
Weilburg,50.4833,8.25,12990,Germany
Wolfhagen,51.3272,9.1709,13059,Germany
Sankt Georgen im Schwarzwald,48.1247,8.3308,12958,Germany
Schleiden,50.5331,6.4667,13053,Germany
Waltershausen,50.8975,10.5558,12973,Germany
Olfen,51.7086,7.38,12846,Germany
Herzberg am Harz,51.6556,10.3394,12889,Germany
Treuchtlingen,48.9553,10.9094,12942,Germany
Hersbruck,49.5081,11.4328,12512,Germany
Rothenbach an der Pegnitz,49.4847,11.2475,12203,Germany
Haselunne,52.6667,7.4667,12914,Germany
Schongau,47.8167,10.9,12396,Germany
Sulingen,52.6667,8.8,12842,Germany
Pfarrkirchen,48.4419,12.9443,12677,Germany
Mockern,52.1406,11.9525,12874,Germany
Hemsbach,49.5903,8.6564,11968,Germany
Weinsberg,49.1519,9.2858,12336,Germany
Steinheim,51.8658,9.0944,12657,Germany
Wachtersbach,50.2667,9.3,12542,Germany
Linnich,50.9789,6.2678,12593,Germany
Hadamar,50.45,8.05,12480,Germany
Steinheim am der Murr,48.9667,9.2833,12220,Germany
Brunsbuttel,53.8964,9.1386,12554,Germany
Neuenburg am Rhein,47.8147,7.5619,12437,Germany
Bad Urach,48.4932,9.3989,12472,Germany
Winterberg,51.195,8.53,12611,Germany
Hungen,50.4731,8.8996,12538,Germany
Blaubeuren,48.4119,9.785,12521,Germany
Fehmarnsund,54.4454,11.1702,12592,Germany
Lauenburg,53.3758,10.5589,11444,Germany
Anklam,53.85,13.6833,12385,Germany
Rosbach vor der Hohe,50.2986,8.7006,12307,Germany
Twistringen,52.8,8.65,12449,Germany
Frohburg,51.0561,12.555,12470,Germany
Feuchtwangen,49.1667,10.3167,12452,Germany
Bad Windsheim,49.5,10.4167,12382,Germany
Ebersberg,48.0833,11.9667,12239,Germany
Erkner,52.4167,13.75,11815,Germany
Lindenberg im Allgau,47.6031,9.8861,11546,Germany
Beelitz,52.2333,12.9667,12448,Germany
Velten,52.6833,13.1833,11965,Germany
Sulz am Neckar,48.3628,8.6317,12336,Germany
Hessisch Lichtenau,51.2,9.7167,12359,Germany
Preussisch Oldendorf,52.2833,8.5,12289,Germany
Bad Freienwalde,52.7856,14.0325,12365,Germany
Gladenbach,50.7681,8.5828,12262,Germany
Possneck,50.7,11.6,11924,Germany
Titisee-Neustadt,47.9122,8.2147,12269,Germany
Ludwigslust,53.3332,11.5023,12233,Germany
Juterbog,51.9933,13.0728,12311,Germany
Hagenow,53.4317,11.1931,12137,Germany
Gaildorf,49.0,9.7667,12080,Germany
Wunnenberg,51.5167,8.7,12177,Germany
Vilsbiburg,48.4475,12.3475,12074,Germany
Burladingen,48.2903,9.1094,12146,Germany
Perleberg,53.0667,11.8667,12141,Germany
Wolgast,54.05,13.7667,12028,Germany
Neuenrade,51.2839,7.78,11982,Germany
Neustadt,51.0239,14.2167,12051,Germany
Roding,49.1936,12.5192,12081,Germany
Zwonitz,50.6303,12.8133,11993,Germany
Lauffen am Neckar,49.0764,9.1567,11640,Germany
Ladenburg,49.4719,8.6092,11537,Germany
Harrislee,54.7972,9.3764,11531,Germany
Leingarten,49.15,9.1167,11633,Germany
Oestrich-Winkel,50.0085,8.0199,11869,Germany
Bad Fallingbostel,52.8675,9.6967,11852,Germany
Lichtenstein,50.7564,12.6317,11285,Germany
Hildburghausen,50.4261,10.7289,11836,Germany
Pritzwalk,53.1497,12.1831,11924,Germany
Geisenheim,49.9831,7.9656,11704,Germany
Dinkelsbuhl,49.0708,10.3194,11825,Germany
Diez,50.3708,8.0158,11074,Germany
Bad Durrenberg,51.2955,12.0658,11643,Germany
Drolshagen,51.0333,7.7667,11779,Germany
Miesbach,47.789,11.8338,11562,Germany
Maxhutte-Haidhof,49.2,12.1,11575,Germany
Osterhofen,48.7,13.0167,11798,Germany
Laichingen,48.4897,9.6861,11731,Germany
Budelsdorf,54.3167,9.6833,10297,Germany
Bopfingen,48.8569,10.3522,11727,Germany
Coswig,51.8833,12.4333,11824,Germany
Mulheim-Karlich,50.3869,7.4953,11177,Germany
Monschau,50.55,6.25,11726,Germany
Hauzenberg,48.6517,13.6236,11649,Germany
Wolmirstedt,52.25,11.6167,11536,Germany
Grafenhainichen,51.7292,12.4556,11654,Germany
Billerbeck,51.9792,7.295,11566,Germany
Schwaigern,49.1333,9.05,11425,Germany
Bad Nenndorf,52.3369,9.3786,11144,Germany
Walldurn,49.5831,9.3681,11518,Germany
Schoningen,52.138,10.9674,11306,Germany
Langelsheim,51.9381,10.335,11361,Germany
Stollberg,50.7083,12.7783,11303,Germany
Werther,52.0764,8.4136,11274,Germany
Rutesheim,48.8097,8.945,10916,Germany
Gluckstadt,53.7917,9.4219,11069,Germany
Wittingen,52.7281,10.7391,11503,Germany
Rheinau,48.6678,7.9347,11395,Germany
Balve,51.3333,7.8667,11361,Germany
Rothenburg ob der Tauber,49.3772,10.1789,11243,Germany
Marktheidenfeld,49.85,9.6,11194,Germany
Ochsenfurt,49.6711,10.0498,11319,Germany
Geisenfeld,48.684,11.6117,11363,Germany
Welzheim,48.8747,9.6344,11176,Germany
Bad Schwalbach,50.1401,8.0694,11187,Germany
Trostberg an der Alz,48.0167,12.55,11222,Germany
Wildau,52.3167,13.6333,10303,Germany
Herbolzheim,48.2219,7.7775,11065,Germany
Eisenberg,50.9667,11.9,10885,Germany
Friedrichsthal,49.3256,7.0961,10133,Germany
Lauingen,48.5667,10.4333,11000,Germany
Braunfels,50.5175,8.3889,10976,Germany
Lorch,48.7983,9.6883,10885,Germany
Gengenbach,48.4042,8.0153,11023,Germany
Belzig,52.1422,12.5956,11144,Germany
Regen,48.97,13.1264,11001,Germany
Osterwieck,51.9667,10.7167,11103,Germany
Betzdorf,50.7856,7.8728,10141,Germany
Floha,50.8558,13.0714,10762,Germany
Hammelburg,50.1167,9.9,11037,Germany
Bischofswerda,51.1275,14.1797,10883,Germany
Burgstadt,50.9167,12.8167,10672,Germany
Olbernhau,50.6667,13.3333,10991,Germany
Nieder-Olm,49.9083,8.2028,10150,Germany
Schleusingen,50.5117,10.7506,10960,Germany
Ruthen,51.4933,8.4333,10957,Germany
Altensteig,48.5864,8.6047,10799,Germany
Sussen,48.6797,9.7575,10192,Germany
Barmstedt,53.7833,9.7667,10368,Germany
Bad Iburg,52.1592,8.0472,10661,Germany
Donzdorf,48.6833,9.8167,10682,Germany
Boizenburg,53.3743,10.7231,10724,Germany
Engen,47.8528,8.7714,10796,Germany
Isselburg,51.8331,6.4667,10692,Germany
Langenzenn,49.4944,10.7947,10665,Germany
Lollar,50.6497,8.7044,10395,Germany
Erlenbach am Main,49.8039,9.1639,10227,Germany
Braunsbedra,51.2833,11.9,10678,Germany
Haigerloch,48.3647,8.805,10669,Germany
Messstetten,48.1806,8.9625,10653,Germany
Bleicherode,51.4167,10.5667,10419,Germany
Demmin,53.905,13.0439,10657,Germany
Felsberg,51.1346,9.4215,10627,Germany
Tangerhutte,52.4333,11.8,10718,Germany
Riedlingen,48.1553,9.4728,10528,Germany
Lichtenau,51.6,8.8833,10632,Germany
Nossen,51.05,13.3,10598,Germany
Gernsheim,49.7517,8.485,10423,Germany
Waldkirchen,48.7306,13.6011,10534,Germany
Weilheim an der Teck,48.615,9.5386,10275,Germany
Querfurt,51.3833,11.6,10593,Germany
Altotting,48.2264,12.6759,10119,Germany
Gommern,52.0739,11.8231,10543,Germany
Wilkau-Hasslau,50.6667,12.5167,9784,Germany
Grevesmuhlen,53.8667,11.1667,10354,Germany
Bad Lauterberg,51.6317,10.4706,10269,Germany
Staffelstein,50.099,10.9962,10389,Germany
Oelsnitz,50.4167,12.1667,10285,Germany
Bogen,48.9167,12.6833,10263,Germany
Tangermunde,52.5408,11.9689,10310,Germany
Werlte,52.85,7.6833,10260,Germany
Pasewalk,53.5063,13.99,10213,Germany
Bad Frankenhausen,51.3558,11.1011,10230,Germany
Steinau an der Strasse,50.3167,9.4667,10275,Germany
Neuenstadt am Kocher,49.2333,9.3333,10123,Germany
Munchberg,50.1831,11.7857,10215,Germany
Kenzingen,48.1917,7.7683,10089,Germany
Aulendorf,47.9542,9.6389,10180,Germany
Neuenhaus,52.5,6.9667,10025,Germany
Aich,48.6228,9.2372,9901,Germany
Bad Ems,50.3381,7.7106,9681,Germany
Burgau,48.4322,10.4069,9923,Germany
Meuselwitz,51.05,12.3,10065,Germany
Wildberg,48.6239,8.7472,10069,Germany
Blumberg,47.8392,8.5342,10127,Germany
Bad Orb,50.2167,9.35,10020,Germany
Bad Wildbad,48.7503,8.5506,10130,Germany
Rehburg-Loccum,52.4508,9.2078,10110,Germany
Simbach am Inn,48.2656,13.0231,9923,Germany
Wahlstedt,53.95,10.2167,9596,Germany
Niebull,54.7881,8.8297,9882,Germany
Heubach,48.7833,9.9333,9774,Germany
Schotten,50.5,9.1167,10059,Germany
Rudesheim am Rhein,49.979,7.9234,9922,Germany
Klotze,52.6272,11.1642,10077,Germany
Kurort Steinbach-Hallenberg,50.7006,10.5667,9681,Germany
Nideggen,50.7,6.4833,9945,Germany
Mengen,48.0497,9.33,9896,Germany
Oldenburg in Holstein,54.2922,10.8867,9833,Germany
Ohrdruf,50.8281,10.7328,9784,Germany
Toging am Inn,48.272,12.6059,9291,Germany
Bad Konig,49.7413,9.0071,9762,Germany
Bad Breisig,50.5092,7.2964,9460,Germany
Bad Gandersheim,51.8719,10.0253,9823,Germany
Osthofen,49.7078,8.3289,9402,Germany
Grossrohrsdorf,51.1419,14.0139,9666,Germany
Brandis,51.3347,12.6089,9613,Germany
Bockenem,52.0117,10.1319,9795,Germany
Beilngries,49.0333,11.4667,9768,Germany
Gudensberg,51.1762,9.3575,9657,Germany
Bad Liebenzell,48.7742,8.7314,9573,Germany
Hohr-Grenzhausen,50.435,7.6711,9260,Germany
Schlitz,50.6759,9.5593,9764,Germany
Heilsbronn,49.3386,10.7908,9670,Germany
Osterburg,52.7833,11.7667,9782,Germany
Kemberg,51.7736,12.6359,9737,Germany
Grimmen,54.11,13.0414,9572,Germany
Eisenberg,49.5614,8.0725,9264,Germany
Neustadt,50.85,9.1167,9586,Germany
Oberstdorf,47.4097,10.2792,9707,Germany
Heiligenhafen,54.3739,10.9797,9211,Germany
Hohenmolsen,51.1564,12.0981,9565,Germany
Visselhovede,52.9833,9.6,9629,Germany
Dassel,51.8033,9.6903,9604,Germany
Laubach,50.5426,8.9891,9583,Germany
Ilsenburg,51.8667,10.6833,9526,Germany
Brand-Erbisdorf,50.8689,13.3219,9452,Germany
